4.51,12.40
6.41,12.14
9.60,1.21
2.02,5.56
8.54,0.79
9.19,1.44
6.96,11.77
-0.63,1.33
3.72,1.84
8.78,1.85
10.14,0.69
0.80,0.60
1.27,7.13
2.40,5.70
11.62,0.88
3.27,2.06
4.70,11.62
2.45,4.04
1.49,4.46
1.23,6.41
6.58,10.60
7.40,12.66
9.88,1.82
5.45,12.45
10.44,0.33
-2.13,6.16
6.12,12.33
6.84,2.22
10.14,1.09
3.91,4.27
9.46,0.26
5.64,12.40
1.15,4.54
11.23,0.06
0.78,7.64
9.15,-1.63
1.01,4.57
7.02,13.93
2.86,5.41
3.17,4.24
7.68,2.17
6.39,11.79
1.81,5.75
2.24,5.76
0.38,5.12
9.45,0.52
11.18,1.01
5.52,10.06
3.98,3.09
6.41,12.31
5.26,12.02
2.73,-0.15
6.31,12.06
1.95,4.55
2.27,0.86
10.18,-0.30
6.74,12.30
2.86,3.65
3.39,5.13
3.19,1.87
9.42,1.96
6.35,12.22
9.91,0.77
9.59,0.08
8.77,0.81
-1.66,4.54
1.61,5.05
12.45,2.34
1.28,6.16
5.71,12.67
6.26,11.54
9.51,1.75
6.46,13.26
7.10,12.59
2.11,4.32
5.81,11.51
0.34,6.07
12.49,0.33
4.04,3.83
1.68,0.44
6.63,11.43
10.41,-1.21
6.62,12.20
6.33,12.08
4.12,7.28
6.85,11.15
5.20,12.92
3.47,4.15
1.77,3.30
6.26,11.90
5.13,10.79
10.60,1.11
9.72,0.77
6.54,12.32
5.76,11.82
10.68,0.16
5.22,11.77
6.72,11.97
3.81,3.10
5.60,13.02
9.11,0.87
10.68,2.42
9.84,0.63
9.17,-0.51
9.16,1.99
6.68,11.41
9.85,2.59
1.49,5.69
9.92,1.36
5.19,13.41
9.98,0.68
4.90,4.48
6.91,11.01
11.24,-0.09
6.22,5.23
10.29,1.33
10.69,0.69
6.58,11.38
5.05,11.23
10.64,1.03
5.41,12.08
11.19,2.27
6.57,11.72
1.77,4.40
6.38,12.01
11.24,0.71
6.19,10.92
5.13,3.57
10.61,-0.16
10.25,2.77
5.66,11.60
2.08,2.00
5.06,11.30
8.31,1.25
10.74,1.32
8.74,1.51
6.18,11.70
0.02,2.30
10.79,1.09
10.38,0.28
5.42,12.77
11.40,1.36
1.64,4.72
0.68,2.92
9.69,1.51
4.69,11.43
8.95,0.10
1.99,3.21
11.68,0.54
10.39,0.35
11.32,-0.10
2.25,5.32
10.31,2.71
6.15,12.00
9.18,0.93
9.01,1.90
0.27,5.26
9.03,0.69
5.26,12.56
5.83,11.26
3.63,3.36
1.90,3.20
4.50,11.38
5.64,6.46
5.96,13.51
5.40,2.90
10.55,2.83
10.55,0.52
6.02,12.34
5.36,11.52
2.13,4.11
2.75,5.86
2.16,4.73
5.69,11.98
6.46,12.95
11.42,-0.56
6.31,13.13
6.49,12.92
10.21,3.82
9.15,1.91
5.90,11.49
9.39,1.04
4.65,11.67
4.26,11.13
7.15,1.70
3.66,3.14
5.38,12.24
4.42,4.22
6.25,12.54
2.51,4.44
4.95,12.33
10.28,0.07
6.27,11.84
10.57,2.52
5.90,11.60
1.16,4.15
6.39,12.05
9.27,0.95
10.46,0.09
6.05,10.64
6.89,11.94
11.06,-0.05
2.64,4.48
6.27,11.39
6.67,11.81
1.73,4.80
5.13,11.25
0.22,6.51
9.69,1.61
6.07,10.50
2.51,2.56
10.76,0.96
5.48,11.19
3.80,2.84
4.86,3.03
7.00,12.49
7.97,11.26
10.16,0.29
8.89,-0.65
1.57,3.60
6.96,11.43
1.65,4.13
0.66,5.29
-0.21,3.52
-0.81,4.81
-0.31,4.89
6.90,10.90
10.86,1.95
5.18,11.84
5.40,11.90
1.00,6.57
6.12,13.41
0.83,3.91
9.61,0.94
5.85,11.65
8.88,1.55
5.94,3.64
6.87,11.57
6.36,11.85
1.85,4.10
6.49,12.31
7.22,1.72
6.42,12.63
8.62,0.53
1.68,1.57
3.62,3.40
6.60,12.02
9.05,-0.68
2.00,5.36
0.87,1.98
-0.70,0.78
10.17,0.81
6.66,11.50
1.10,1.31
5.76,12.14
1.36,4.32
10.47,2.29
10.09,1.63
6.15,11.66
6.11,12.04
11.07,0.52
5.91,12.97
5.62,12.22
5.51,11.54
6.94,12.30
7.37,11.83
5.69,11.73
7.44,13.11
5.09,4.35
5.51,11.73
9.65,-0.68
9.89,0.06
6.43,11.01
10.27,2.36
9.31,-1.49
5.64,12.78
1.61,3.49
10.49,2.13
8.01,1.18
10.84,0.76
6.72,11.55
3.65,2.20
10.11,1.01
5.40,12.50
1.09,5.25
6.62,12.15
10.79,0.77
4.50,12.39
5.36,11.95
5.70,12.20
10.11,0.90
10.69,0.33
9.48,2.20
-0.96,2.83
9.84,0.26
2.88,4.70
10.02,-0.52
2.82,5.92
10.75,0.52
0.58,3.98
2.19,3.44
8.65,1.08
5.43,11.57
2.38,5.00
12.23,2.41
5.88,12.09
-0.27,2.04
-0.94,2.23
2.51,5.67
9.32,-0.35
6.26,10.94
5.64,10.87
6.85,11.57
2.77,3.07
6.02,11.14
-0.40,3.85
0.95,4.02
11.42,-2.14
3.52,1.27
6.74,12.33
6.07,11.51
8.50,1.21
1.34,3.73
6.81,12.33
8.98,0.02
10.87,0.84
5.67,11.19
5.73,11.90
2.78,6.90
8.67,0.53
10.66,1.50
1.71,1.19
6.05,12.25
11.28,2.50
9.52,1.33
12.29,-0.52
5.67,12.37
6.50,10.89
9.20,0.50
9.13,-1.06
4.39,11.43
10.06,-0.76
7.14,11.01
6.87,13.19
5.34,12.48
6.40,11.91
5.98,12.01
6.34,12.11
5.88,10.69
0.33,4.32
6.04,12.26
9.76,1.34
11.27,-0.53
0.56,1.37
10.05,1.52
9.49,1.19
3.84,1.80
8.80,0.46
0.57,4.53
3.30,3.97
11.31,0.86
1.47,4.85
-0.24,6.75
10.57,1.61
9.55,-0.79
9.28,2.05
11.21,-0.32
0.29,3.76
4.03,3.61
8.87,1.95
7.82,12.10
5.23,13.30
2.22,5.15
11.29,1.28
1.70,2.48
11.13,0.01
2.76,3.39
8.66,0.48
10.30,2.41
3.66,1.61
1.17,3.99
10.39,0.02
9.37,0.18
8.91,1.79
-0.57,4.57
2.33,4.65
7.88,11.75
2.29,2.38
-0.87,5.27
5.88,11.38
5.96,11.60
6.06,11.65
0.01,5.53
10.78,-0.11
0.37,1.42
4.05,6.27
4.87,12.91
-1.20,5.21
6.36,12.98
7.60,10.95
2.25,2.75
6.53,12.32
5.69,12.43
4.25,2.49
3.63,2.13
9.92,0.52
3.33,3.50
5.25,11.84
9.33,1.83
0.90,2.92
9.55,-0.68
1.13,1.83
6.43,10.75
-1.08,5.24
6.50,12.23
6.33,12.62
10.11,1.83
6.45,11.58
3.72,7.41
6.23,11.43
10.30,1.27
5.99,12.16
0.10,5.37
3.31,4.11
9.55,-0.61
10.94,1.54
2.37,6.82
11.55,-0.39
9.76,1.21
11.06,1.08
6.29,11.37
11.46,1.03
6.59,12.13
4.56,3.22
5.33,11.52
1.94,4.31
9.95,1.54
2.78,5.31
1.04,3.10
2.33,2.41
10.16,-0.24
3.93,2.23
6.46,13.28
0.90,5.13
6.02,12.30
9.97,0.23
10.94,0.61
2.51,4.40
5.27,11.31
4.35,2.08
1.99,1.74
6.37,12.11
9.30,2.91
9.98,2.14
5.38,11.49
3.39,2.27
5.53,11.86
11.76,0.50
1.81,4.21
5.69,11.90
10.29,0.70
6.47,13.29
4.76,11.47
7.64,0.64
2.41,3.94
6.03,12.01
6.61,11.48
4.96,12.57
6.26,12.32
9.62,-0.23
6.31,11.58
9.76,-0.06
1.32,4.89
6.70,11.24
10.62,-0.15
4.55,6.55
9.92,1.85
1.57,6.66
5.78,2.29
8.94,2.55
3.57,6.30
5.79,12.42
4.00,0.86
5.88,12.50
5.97,11.84
7.50,10.87
5.35,12.88
4.13,6.87
5.37,12.53
-0.46,3.86
10.57,0.87
5.46,12.09
5.75,11.79
10.48,1.86
6.66,12.72
6.29,10.18
9.31,0.85
0.15,4.48
-0.93,6.15
11.08,2.77
8.27,12.18
1.22,2.53
11.40,-0.09
6.33,11.00
11.89,-0.41
-0.67,2.60
12.17,-0.08
6.25,12.44
8.61,2.57
9.03,1.84
6.03,12.60
6.62,12.68
10.31,0.70
4.72,12.15
1.81,4.97
0.96,6.11
3.12,5.53
1.55,7.78
10.43,1.63
11.24,-0.06
5.81,12.85
0.55,5.48
8.75,1.69
2.56,5.71
10.42,1.44
9.53,0.69
-1.19,3.99
1.62,2.53
3.35,6.55
1.25,4.14
5.83,11.80
3.44,3.77
6.27,12.77
11.53,0.97
9.58,1.05
1.94,5.45
6.20,10.69
8.77,-0.06
11.09,1.16
6.65,11.67
3.04,5.62
0.89,5.26
2.53,4.63
10.24,0.05
1.26,1.02
6.83,12.67
-0.40,2.70
1.84,3.72
5.63,12.54
8.85,-0.56
2.87,2.64
10.47,0.98
6.59,13.31
5.42,11.74
4.48,2.16
0.75,4.71
4.14,5.60
6.06,11.79
7.60,-1.02
6.33,11.87
6.64,12.53
1.09,3.96
5.66,12.58
9.81,0.66
10.44,1.73
5.48,10.74
6.02,12.40
-1.79,3.15
4.78,12.72
10.79,1.19
6.22,12.53
5.15,11.15
5.96,4.69
2.38,6.49
3.53,3.95
10.29,1.18
2.68,7.51
10.54,2.10
12.25,0.29
-0.83,5.07
1.40,3.44
6.99,11.34
6.49,11.72
5.53,12.33
8.66,-0.25
6.67,11.80
11.04,2.37
1.00,3.29
4.64,12.48
2.60,3.47
8.63,1.03
10.70,-0.07
6.15,12.90
5.33,11.33
5.00,1.46
1.75,1.84
11.55,-0.12
2.26,2.17
10.34,1.43
3.77,3.68
9.59,0.44
11.30,0.70
6.79,11.50
12.70,2.16
5.95,11.27
9.75,1.41
5.08,12.88
5.99,10.38
11.16,0.26
6.64,12.80
0.27,4.88
10.38,1.72
6.94,11.94
5.39,13.11
4.19,5.54
10.94,-0.02
-2.22,5.10
6.35,12.41
5.34,11.21
4.61,3.46
5.49,11.07
4.39,-0.13
6.68,10.97
3.79,5.60
3.69,2.51
6.87,11.67
11.01,0.73
11.23,0.87
9.69,-0.65
6.54,11.66
5.17,11.95
5.11,11.38
6.61,12.11
2.45,3.10
6.06,12.82
6.63,5.66
5.39,12.17
1.60,5.08
9.58,0.13
1.45,6.54
8.41,-0.44
11.61,1.57
10.20,0.25
10.70,1.32
9.28,-0.45
8.35,2.53
0.33,5.72
1.11,6.73
5.73,10.78
9.21,2.14
4.34,2.39
6.48,11.66
8.33,-0.29
5.43,3.67
3.77,3.45
5.73,11.27
10.97,2.39
3.40,4.99
9.84,0.86
4.87,10.88
0.79,3.68
7.00,12.41
6.57,11.51
8.23,2.04
9.63,-0.79
5.57,12.10
9.32,-0.59
5.56,12.54
10.94,1.77
3.60,0.85
9.18,2.15
2.84,4.09
0.17,4.99
3.57,2.48
-0.33,7.51
10.42,-0.13
-0.96,3.55
6.61,11.88
0.27,3.53
3.96,3.57
8.93,1.41
-0.28,5.15
0.05,0.61
2.30,3.13
11.37,1.64
5.88,11.00
7.06,11.71
9.60,-0.47
3.98,11.97
10.28,1.35
7.70,11.69
7.87,3.04
2.67,0.58
10.41,-0.20
10.80,0.23
-1.35,2.93
0.80,7.33
5.38,12.01
9.52,0.35
9.59,1.22
6.16,11.40
7.34,1.62
10.18,-0.48
8.61,-0.14
5.68,12.18
1.82,1.76
3.20,4.26
10.14,0.86
5.55,12.24
5.27,3.37
0.16,5.98
4.83,11.45
9.34,0.72
10.12,0.98
10.11,0.90
0.72,4.70
10.53,0.91
4.22,2.99
-0.02,2.97
1.83,3.48
3.80,4.12
9.94,1.81
5.99,12.17
1.46,4.28
10.01,0.56
5.50,10.94
1.21,3.15
4.02,5.19
5.29,12.09
6.12,11.50
9.95,0.96
11.73,2.17
6.41,12.11
9.69,1.19
5.52,12.62
5.22,11.58
3.15,3.55
6.44,11.85
10.01,1.87
3.23,5.13
1.58,4.19
9.73,-1.17
5.69,12.87
-1.24,1.68
9.97,-0.64
6.94,6.77
5.91,11.82
1.89,3.93
8.53,-1.13
4.86,12.39
10.77,2.47
6.02,11.39
5.58,11.17
2.29,6.89
6.08,11.86
10.36,1.37
0.25,3.34
2.15,4.35
4.81,4.13
11.05,0.55
6.37,12.49
10.19,1.90
0.38,3.31
1.66,4.87
8.40,-0.53
5.62,10.32
0.78,5.12
4.36,5.88
4.10,3.46
-0.76,4.90
2.31,1.68
9.10,-0.91
0.83,2.46
6.58,12.31
8.18,0.48
9.88,2.29
6.35,12.25
5.08,12.98
6.42,11.95
-0.26,6.23
10.13,2.12
6.36,12.84
4.90,12.38
